teamcode,Season,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted By,Draft Year,Salary,Index,PlayerKey,ProfileLookup,Player ID,PlayerImgurl,HeightInInches,Draft Pick (Overall),Draft Round,UPPERCASE
KAN,2019,73,Nick Allegretti,23,G,,,320,6-4,Illinois,"Sunday, April 21, 1996",0,,Kansas City Chiefs,2019,"$495,000.",0,KAN0,https://www.pro-football-reference.com/players/A/AlleNi00.htm,KAN0,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/AlleNi00_2019.jpg,76,,,NICK ALLEGRETTI
KAN,2019,27,Rashad Fenton,22,CB,2,0,188,5-11,South Carolina,"Monday, February 17, 1997",0,,Kansas City Chiefs,2019,"$495,000.",9,KAN9,https://www.pro-football-reference.com/players/F/FentRa00.htm,KAN9,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/FentRa00_2019.jpg,71,,,RASHAD FENTON
KAN,2019,17,Mecole Hardman,21,WR,3,1,187,5-10,Georgia,"Thursday, March 12, 1998",0,,Kansas City Chiefs,2019,"$495,000.",12,KAN12,https://www.pro-football-reference.com/players/H/HardMe00.htm,KAN12,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HardMe00_2019.jpg,70,,,MECOLE HARDMAN
KAN,2019,99,Khalen Saunders,23,DT,,,324,6-0,West. Illinois,"Friday, August 9, 1996",0,,Kansas City Chiefs,2019,"$495,000.",35,KAN35,https://www.pro-football-reference.com/players/S/SaunKh00.htm,KAN35,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SaunKh00_2019.jpg,72,,,KHALEN SAUNDERS
KAN,2019,34,Darwin Thompson,23,RB,3,0,200,5-8,Utah St.,"Sunday, May 5, 1996",0,,Kansas City Chiefs,2019,"$495,000.",41,KAN41,https://www.pro-football-reference.com/players/T/ThomDa06.htm,KAN41,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ThomDa06_2019.jpg,68,,,DARWIN THOMPSON
KAN,2019,22,Juan Thornhill,24,S,3,3,205,6-0,Virginia,"Thursday, October 19, 1995",0,,Kansas City Chiefs,2019,"$495,000.",42,KAN42,https://www.pro-football-reference.com/players/T/ThorJu00.htm,KAN42,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ThorJu00_2019.jpg,72,,,JUAN THORNHILL
MIA,2019,38,Chandler Cox,23,RB,3,1,240,6-1,Auburn,"Monday, July 29, 1996",0,,Miami Dolphins,2019,"$495,000.",8,MIA8,https://www.pro-football-reference.com/players/C/CoxxCh01.htm,MIA8,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CoxxCh01_2019.jpg,73,,,CHANDLER COX
MIA,2019,63,Michael Deiter,23,OL,3,3,310,6-6,Wisconsin,"Tuesday, September 3, 1996",0,,Miami Dolphins,2019,"$495,000.",11,MIA11,https://www.pro-football-reference.com/players/D/DeitMi00.htm,MIA11,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/DeitMi00_2019.jpg,78,,,MICHAEL DEITER
MIA,2019,37,Myles Gaskin,22,RB,,,200,5-10,Washington,"Saturday, February 15, 1997",0,,Miami Dolphins,2019,"$495,000.",16,MIA16,https://www.pro-football-reference.com/players/G/GaskMy00.htm,MIA16,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GaskMy00_2019.jpg,70,,,MYLES GASKIN
MIA,2019,72,Isaiah Prince,22,OL,,,305,6-7,Ohio St.,"Tuesday, July 29, 1997",0,,Miami Dolphins,2019,"$495,000.",40,MIA40,https://www.pro-football-reference.com/players/P/PrinIs00.htm,MIA40,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PrinIs00_2019.jpg,79,,,ISAIAH PRINCE
MIA,2019,94,Christian Wilkins,24,DL,3,3,315,6-4,Clemson,"Wednesday, December 20, 1995",0,,Miami Dolphins,2019,"$495,000.",49,MIA49,https://www.pro-football-reference.com/players/W/WilkCh00.htm,MIA49,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WilkCh00_2019.jpg,76,,,CHRISTIAN WILKINS
MIN,2019,38,Kris Boyd,23,CB,3,0,201,5-11,Texas,"Thursday, September 12, 1996",0,,Minnesota Vikings,2019,"$495,000.",5,MIN5,https://www.pro-football-reference.com/players/B/BoydKr00.htm,MIN5,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BoydKr00_2019.jpg,71,,,KRIS BOYD
MIN,2019,56,Garrett Bradbury,24,OL,3,3,305,6-3,North Carolina St.,"Tuesday, June 20, 1995",0,,Minnesota Vikings,2019,"$495,000.",6,MIN6,https://www.pro-football-reference.com/players/B/BradGa00.htm,MIN6,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BradGa00_2019.jpg,75,,,GARRETT BRADBURY
MIN,2019,58,Austin Cutting,22,LS,3,0,245,6-3,Air Force,"Monday, October 27, 1997",0,,Minnesota Vikings,2019,"$495,000.",12,MIN12,https://www.pro-football-reference.com/players/C/CuttAu00.htm,MIN12,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CuttAu00_2019.jpg,75,,,AUSTIN CUTTING
MIN,2019,25,Alexander Mattison,21,RB,3,0,220,5-11,Boise St.,"Friday, June 19, 1998",0,,Minnesota Vikings,2019,"$495,000.",34,MIN34,https://www.pro-football-reference.com/players/M/MattAl01.htm,MIN34,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MattAl01_2019.jpg,71,,,ALEXANDER MATTISON
NOR,2019,55,Kaden Elliss,24,LB,3,0,240,6-3,Idaho,"Monday, July 10, 1995",0,,New Orleans Saints,2019,"$495,000.",16,NOR16,https://www.pro-football-reference.com/players/E/ElliKa00.htm,NOR16,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ElliKa00_2019.jpg,75,,,KADEN ELLISS
NOR,2019,22,Chauncey Gardner-Johnson,22,S,3,0,210,5-11,Florida,"Saturday, December 20, 1997",0,,New Orleans Saints,2019,"$495,000.",17,NOR17,https://www.pro-football-reference.com/players/G/GardCh00.htm,NOR17,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GardCh00_2019.jpg,71,,,CHAUNCEY GARDNER-JOHNSON
NOR,2019,33,Saquan Hampton,24,S,,,206,6-1,Rutgers,"Tuesday, December 12, 1995",0,,New Orleans Saints,2019,"$495,000.",22,NOR22,https://www.pro-football-reference.com/players/H/HampSa00.htm,NOR22,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HampSa00_2019.jpg,73,,,SAQUAN HAMPTON
NOR,2019,78,Erik McCoy,22,OL,3,3,314,6-4,Texas A&M,"Wednesday, August 27, 1997",0,,New Orleans Saints,2019,"$495,000.",35,NOR35,https://www.pro-football-reference.com/players/M/McCoEr01.htm,NOR35,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/McCoEr01_2019.jpg,76,,,ERIK MCCOY
NWE,2019,7,Jake Bailey,22,P,3,0,205,6-2,Stanford,"Wednesday, June 18, 1997",0,,New England Patriots,2019,"$495,000.",0,NWE0,https://www.pro-football-reference.com/players/B/BailJa00.htm,NWE0,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BailJa00_2019.jpg,74,,,JAKE BAILEY
NWE,2019,99,Byron Cowart,23,DL,2,0,300,6-3,Maryland,"Monday, May 20, 1996",0,,New England Patriots,2019,"$495,000.",14,NWE14,https://www.pro-football-reference.com/players/C/CowaBy00.htm,NWE14,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CowaBy00_2019.jpg,75,,,BYRON COWART
NWE,2019,37,Damien Harris,22,RB,1,0,213,5-11,Alabama,"Tuesday, February 11, 1997",0,,New England Patriots,2019,"$495,000.",26,NWE26,https://www.pro-football-reference.com/players/H/HarrDa06.htm,NWE26,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HarrDa06_2019.jpg,71,,,DAMIEN HARRIS
NWE,2019,4,Jarrett Stidham,23,QB,1,0,215,6-3,Auburn,"Thursday, August 8, 1996",0,,New England Patriots,2019,"$495,000.",45,NWE45,https://www.pro-football-reference.com/players/S/StidJa00.htm,NWE45,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/StidJa00_2019.jpg,75,,,JARRETT STIDHAM
NWE,2019,33,Joejuan Williams,22,CB,1,0,212,6-3,Vanderbilt,"Saturday, December 6, 1997",0,,New England Patriots,2019,"$495,000.",49,NWE49,https://www.pro-football-reference.com/players/W/WillJo13.htm,NWE49,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WillJo13_2019.jpg,75,,,JOEJUAN WILLIAMS
NWE,2019,50,Chase Winovich,24,EDGE,3,0,250,6-3,Michigan,"Wednesday, April 19, 1995",0,,New England Patriots,2019,"$495,000.",50,NWE50,https://www.pro-football-reference.com/players/W/WinoCh00.htm,NWE50,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WinoCh00_2019.jpg,75,,,CHASE WINOVICH
NYG,2019,27,Deandre Baker,22,CB,3,2,180,5-11,Georgia,"Thursday, September 4, 1997",0,,New York Giants,2019,"$495,000.",0,NYG0,https://www.pro-football-reference.com/players/B/BakeDe00.htm,NYG0,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BakeDe00_2019.jpg,71,,,DEANDRE BAKER
NYG,2019,25,Corey Ballentine,23,CB,3,0,196,5-11,Washburn,"Saturday, April 13, 1996",0,,New York Giants,2019,"$495,000.",1,NYG1,https://www.pro-football-reference.com/players/B/BallCo00.htm,NYG1,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BallCo00_2019.jpg,71,,,COREY BALLENTINE
NYG,2019,57,Ryan Connelly,24,LB,3,2,242,6-2,Wisconsin,"Tuesday, October 3, 1995",0,,New York Giants,2019,"$495,000.",6,NYG6,https://www.pro-football-reference.com/players/C/ConnRy00.htm,NYG6,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ConnRy00_2019.jpg,74,,,RYAN CONNELLY
NYG,2019,8,Daniel Jones,22,QB,2,1,221,6-5,Duke,"Tuesday, May 27, 1997",0,,New York Giants,2019,"$495,000.",24,NYG24,https://www.pro-football-reference.com/players/J/JoneDa05.htm,NYG24,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JoneDa05_2019.jpg,77,,,DANIEL JONES
NYG,2019,97,Dexter Lawrence,22,DL,3,3,342,6-4,Clemson,"Wednesday, November 12, 1997",0,,New York Giants,2019,"$495,000.",27,NYG27,https://www.pro-football-reference.com/players/L/LawrDe03.htm,NYG27,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/LawrDe03_2019.jpg,76,,,DEXTER LAWRENCE
NYG,2019,24,Julian Love,21,CB,2,0,195,5-11,Notre Dame,"Thursday, March 19, 1998",0,,New York Giants,2019,"$495,000.",28,NYG28,https://www.pro-football-reference.com/players/L/LoveJu00.htm,NYG28,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/LoveJu00_2019.jpg,71,,,JULIAN LOVE
NYG,2019,86,Darius Slayton,22,WR,1,0,190,6-1,Auburn,"Sunday, January 12, 1997",0,,New York Giants,2019,"$495,000.",43,NYG43,https://www.pro-football-reference.com/players/S/SlayDa01.htm,NYG43,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SlayDa01_2019.jpg,73,,,DARIUS SLAYTON
NYG,2019,53,Oshane Ximines,23,EDGE,3,0,252,6-4,Old Dominion,"Saturday, December 7, 1996",0,,New York Giants,2019,"$495,000.",51,NYG51,https://www.pro-football-reference.com/players/X/XimiOs00.htm,NYG51,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/XimiOs00_2019.jpg,76,,,OSHANE XIMINES
NYJ,2019,53,Blake Cashman,23,LB,3,2,237,6-1,Minnesota,"Friday, May 10, 1996",0,,New York Jets,2019,"$495,000.",10,NYJ10,https://www.pro-football-reference.com/players/C/CashBl00.htm,NYJ10,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CashBl00_2019.jpg,73,,,BLAKE CASHMAN
NYJ,2019,75,Chuma Edoga,22,OL,,,308,6-3,USC,"Sunday, May 25, 1997",0,,New York Jets,2019,"$495,000.",14,NYJ14,https://www.pro-football-reference.com/players/E/EdogCh00.htm,NYJ14,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/EdogCh00_2019.jpg,75,,,CHUMA EDOGA
NYJ,2019,85,Trevon Wesco,24,TE,3,0,267,6-3,West Virginia,"Tuesday, September 12, 1995",0,,New York Jets,2019,"$495,000.",47,NYJ47,https://www.pro-football-reference.com/players/W/WescTr00.htm,NYJ47,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WescTr00_2019.jpg,75,,,TREVON WESCO
NYJ,2019,95,Quinnen Williams,22,DL,1,0,303,6-3,Alabama,"Sunday, December 21, 1997",0,,New York Jets,2019,"$495,000.",49,NYJ49,https://www.pro-football-reference.com/players/W/WillQu00.htm,NYJ49,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WillQu00_2019.jpg,75,,,QUINNEN WILLIAMS
OTI,2019,11,A.J. Brown,22,WR,3,3,226,6-0,Mississippi,"Monday, June 30, 1997",0,,Tennessee Titans,2019,"$495,000.",2,OTI2,https://www.pro-football-reference.com/players/B/BrowAJ00.htm,OTI2,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BrowAJ00_2019.jpg,72,,,AJ BROWN
OTI,2019,64,Nate Davis,23,OL,,,316,6-3,Charlotte,"Monday, September 23, 1996",0,,Tennessee Titans,2019,"$495,000.",11,OTI11,https://www.pro-football-reference.com/players/D/DaviNa01.htm,OTI11,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/DaviNa01_2019.jpg,75,,,NATE DAVIS
OTI,2019,37,Amani Hooker,21,S,3,0,210,5-11,Iowa,"Sunday, June 14, 1998",0,,Tennessee Titans,2019,"$495,000.",21,OTI21,https://www.pro-football-reference.com/players/H/HookAm00.htm,OTI21,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HookAm00_2019.jpg,71,,,AMANI HOOKER
OTI,2019,51,David Long,21,LB,2,0,225,5-11,West Virginia,"Monday, October 12, 1998",0,,Tennessee Titans,2019,"$495,000.",32,OTI32,https://www.pro-football-reference.com/players/L/LongDa04.htm,OTI32,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/LongDa04_2019.jpg,71,,,DAVID LONG
PHI,2019,19,JJ Arcega-Whiteside,23,WR,3,1,225,6-2,Stanford,"Tuesday, December 31, 1996",0,,Philadelphia Eagles,2019,"$495,000.",1,PHI1,https://www.pro-football-reference.com/players/A/ArceJJ00.htm,PHI1,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ArceJJ00_2019.jpg,74,,,JJ ARCEGA-WHITESIDE
PHI,2019,77,Andre Dillard,24,OL,3,0,315,6-5,Washington St.,"Tuesday, October 3, 1995",0,,Philadelphia Eagles,2019,"$495,000.",11,PHI11,https://www.pro-football-reference.com/players/D/DillAn00.htm,PHI11,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/DillAn00_2019.jpg,77,,,ANDRE DILLARD
PHI,2019,51,Shareef Miller,22,EDGE,,,254,6-4,Penn St.,"Friday, March 14, 1997",0,,Philadelphia Eagles,2019,"$495,000.",40,PHI40,https://www.pro-football-reference.com/players/M/MillSh00.htm,PHI40,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MillSh00_2019.jpg,76,,,SHAREEF MILLER
PHI,2019,26,Miles Sanders,22,RB,3,2,211,5-11,Penn St.,"Thursday, May 1, 1997",0,,Philadelphia Eagles,2019,"$495,000.",44,PHI44,https://www.pro-football-reference.com/players/S/SandMi01.htm,PHI44,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SandMi01_2019.jpg,71,,,MILES SANDERS
PIT,2019,96,Isaiah Buggs,23,DL,,,295,6-3,Alabama,"Saturday, August 24, 1996",0,,Pittsburgh Steelers,2019,"$495,000.",6,PIT6,https://www.pro-football-reference.com/players/B/BuggIs00.htm,PIT6,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BuggIs00_2019.jpg,75,,,ISAIAH BUGGS
PIT,2019,55,Devin Bush,21,LB,3,2,234,5-11,Michigan,"Saturday, July 18, 1998",0,,Pittsburgh Steelers,2019,"$495,000.",8,PIT8,https://www.pro-football-reference.com/players/B/BushDe01.htm,PIT8,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BushDe01_2019.jpg,71,,,DEVIN BUSH
PIT,2019,18,Diontae Johnson,23,WR,3,1,183,5-10,Toledo,"Friday, July 5, 1996",0,,Pittsburgh Steelers,2019,"$495,000.",30,PIT30,https://www.pro-football-reference.com/players/J/JohnDi01.htm,PIT30,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JohnDi01_2019.jpg,70,,,DIONTAE JOHNSON
PIT,2019,31,Justin Layne,21,CB,1,0,192,6-2,Michigan St.,"Monday, January 12, 1998",0,,Pittsburgh Steelers,2019,"$495,000.",33,PIT33,https://www.pro-football-reference.com/players/L/LaynJu00.htm,PIT33,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/LaynJu00_2019.jpg,74,,,JUSTIN LAYNE
PIT,2019,24,Benny Snell,21,,3,0,224,5-10,Kentucky,"Friday, February 27, 1998",0,,Pittsburgh Steelers,2019,"$495,000.",45,PIT45,https://www.pro-football-reference.com/players/S/SnelBe00.htm,PIT45,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SnelBe00_2019.jpg,70,,,BENNY SNELL
RAI,2019,96,Clelin Ferrell,22,EDGE,3,3,265,6-4,Clemson,"Saturday, May 17, 1997",0,,Oakland Raiders,2019,"$495,000.",11,RAI11,https://www.pro-football-reference.com/players/F/FerrCl00.htm,RAI11,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/FerrCl00_2019.jpg,76,,,CLELIN FERRELL
RAI,2019,28,Josh Jacobs,21,RB,3,3,220,5-10,Alabama,"Wednesday, February 11, 1998",0,,Oakland Raiders,2019,"$495,000.",24,RAI24,https://www.pro-football-reference.com/players/J/JacoJo01.htm,RAI24,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JacoJo01_2019.jpg,70,,,JOSH JACOBS
RAI,2019,27,Trayvon Mullen,22,CB,3,0,200,6-2,Clemson,"Saturday, September 20, 1997",0,,Oakland Raiders,2019,"$495,000.",37,RAI37,https://www.pro-football-reference.com/players/M/MullTr00.htm,RAI37,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MullTr00_2019.jpg,74,,,TRAYVON MULLEN
RAM,2019,73,David Edwards,22,OL,3,0,308,6-6,Wisconsin,"Thursday, March 20, 1997",0,,Los Angeles Rams,2019,"$495,000.",10,RAM10,https://www.pro-football-reference.com/players/E/EdwaDa01.htm,RAM10,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/EdwaDa01_2019.jpg,78,,,DAVID EDWARDS
RAM,2019,71,Bobby Evans,22,OL,,,312,6-4,Oklahoma,"Monday, March 24, 1997",0,,Los Angeles Rams,2019,"$495,000.",11,RAM11,https://www.pro-football-reference.com/players/E/EvanBo00.htm,RAM11,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/EvanBo00_2019.jpg,76,,,BOBBY EVANS
RAM,2019,91,Greg Gaines,23,DL,1,0,312,6-1,Washington,"Monday, May 6, 1996",0,,Los Angeles Rams,2019,"$495,000.",15,RAM15,https://www.pro-football-reference.com/players/G/GainGr00.htm,RAM15,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GainGr00_2019.jpg,73,,,GREG GAINES
RAM,2019,27,Darrell Henderson,22,RB,1,0,208,5-8,Memphis,"Tuesday, August 19, 1997",0,,Los Angeles Rams,2019,"$495,000.",21,RAM21,https://www.pro-football-reference.com/players/H/HendDa00.htm,RAM21,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HendDa00_2019.jpg,68,,,DARRELL HENDERSON
RAM,2019,25,David Long,21,CB,,,196,5-11,Michigan,"Friday, February 6, 1998",0,,Los Angeles Rams,2019,"$495,000.",29,RAM29,https://www.pro-football-reference.com/players/L/LongDa02.htm,RAM29,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/LongDa02_2019.jpg,71,,,DAVID LONG
RAM,2019,24,Taylor Rapp,22,S,3,0,208,6-0,Washington,"Monday, December 22, 1997",0,,Los Angeles Rams,2019,"$495,000.",38,RAM38,https://www.pro-football-reference.com/players/R/RappTa00.htm,RAM38,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RappTa00_2019.jpg,72,,,TAYLOR RAPP
RAM,2019,33,Nick Scott,,S,3,0,,,Penn St.,,0,,Los Angeles Rams,2019,"$495,000.",42,RAM42,https://www.pro-football-reference.com/players/S/ScotNi01.htm,RAM42,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ScotNi01_2019.jpg,,,,NICK SCOTT
RAV,2019,80,Miles Boykin,23,WR,3,3,220,6-4,Notre Dame,"Saturday, October 12, 1996",0,,Baltimore Ravens,2019,"$495,000.",6,RAV6,https://www.pro-football-reference.com/players/B/BoykMi00.htm,RAV6,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BoykMi00_2019.jpg,76,,,MILES BOYKIN
RAV,2019,15,Marquise Brown,22,WR,3,3,170,5-9,Oklahoma,"Wednesday, June 4, 1997",0,,Baltimore Ravens,2019,"$495,000.",9,RAV9,https://www.pro-football-reference.com/players/B/BrowMa04.htm,RAV9,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BrowMa04_2019.jpg,69,,,MARQUISE BROWN
RAV,2019,45,Jaylon Ferguson,24,DE,1,0,275,6-5,,"Thursday, December 14, 1995",0,,Baltimore Ravens,2019,"$495,000.",17,RAV17,https://www.pro-football-reference.com/players/F/FergJa02.htm,RAV17,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/FergJa02_2019.jpg,77,,,JAYLON FERGUSON
RAV,2019,7,Trace McSorley,24,QB,,,202,6-0,Penn St.,"Wednesday, August 23, 1995",0,,Baltimore Ravens,2019,"$495,000.",32,RAV32,https://www.pro-football-reference.com/players/M/McSoTr00.htm,RAV32,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/McSoTr00_2019.jpg,72,,,TRACE MCSORLEY
SDG,2019,32,Nasir Adderley,22,S,3,0,206,6-0,Delaware,"Saturday, May 31, 1997",0,,Los Angeles Chargers,2019,"$495,000.",0,SDG0,https://www.pro-football-reference.com/players/A/AddeNa00.htm,SDG0,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/AddeNa00_2019.jpg,72,,,NASIR ADDERLEY
SDG,2019,91,Cortez Broughton,23,DL,,,293,6-2,Cincinnati,"Monday, September 2, 1996",0,,Los Angeles Chargers,2019,"$495,000.",5,SDG5,https://www.pro-football-reference.com/players/B/BrouCo00.htm,SDG5,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BrouCo00_2019.jpg,74,,,CORTEZ BROUGHTON
SDG,2019,51,Emeke Egbule,23,LB,2,0,245,6-2,Houston,"Sunday, October 13, 1996",0,,Los Angeles Chargers,2019,"$495,000.",12,SDG12,https://www.pro-football-reference.com/players/E/EgbuEm00.htm,SDG12,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/EgbuEm00_2019.jpg,74,,,EMEKE EGBULE
SDG,2019,79,Trey Pipkins,23,OT,3,0,309,6-6,Sioux Falls,"Thursday, September 5, 1996",0,,Los Angeles Chargers,2019,"$495,000.",34,SDG34,https://www.pro-football-reference.com/players/P/PipkTr00.htm,SDG34,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PipkTr00_2019.jpg,78,,,TREY PIPKINS
SDG,2019,2,Easton Stick,24,QB,,,224,6-1,North Dakota St.,"Friday, September 15, 1995",0,,Los Angeles Chargers,2019,"$495,000.",43,SDG43,https://www.pro-football-reference.com/players/S/SticEa00.htm,SDG43,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SticEa00_2019.jpg,73,,,EASTON STICK
SDG,2019,99,Jerry Tillery,23,DL,3,0,295,6-6,Notre Dame,"Tuesday, October 8, 1996",0,,Los Angeles Chargers,2019,"$495,000.",47,SDG47,https://www.pro-football-reference.com/players/T/TillJe00.htm,SDG47,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/TillJe00_2019.jpg,78,,,JERRY TILLERY
SDG,2019,49,Drue Tranquill,24,LB,3,0,234,6-2,Notre Dame,"Tuesday, August 15, 1995",0,,Los Angeles Chargers,2019,"$495,000.",48,SDG48,https://www.pro-football-reference.com/players/T/TranDr00.htm,SDG48,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/TranDr00_2019.jpg,74,,,DRUE TRANQUILL
SEA,2019,28,Ugochukwu Amadi,22,S,3,0,201,5-9,Oregon,"Saturday, May 17, 1997",0,,Seattle Seahawks,2019,"$495,000.",0,SEA0,https://www.pro-football-reference.com/players/A/AmadUg00.htm,SEA0,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/AmadUg00_2019.jpg,69,,,UGOCHUKWU AMADI
